  nu       n         k        t       tcal
       3474.9950       1.0526102      0.19080948      0.55200626      0.55200547
       3475.2361       1.0525768      0.19038938      0.55273377      0.55273299
       3475.4772       1.0524666      0.18997029      0.55344950      0.55344872
       3475.7183       1.0523115      0.18943780      0.55436525      0.55436447
       3475.9594       1.0522900      0.18865886      0.55574940      0.55574861
       3476.2005       1.0523659      0.18822148      0.55652926      0.55652847
       3476.4416       1.0522700      0.18797188      0.55694332      0.55694254
       3476.6827       1.0521171      0.18733256      0.55806014      0.55805935
       3476.9238       1.0520337      0.18677060      0.55904787      0.55904709
       3477.1649       1.0520107      0.18608318      0.56027597      0.56027519
       3477.4060       1.0521005      0.18545620      0.56141240      0.56141162
       3477.6471       1.0521914      0.18505404      0.56213807      0.56213729
       3477.8882       1.0522258      0.18463682      0.56288412      0.56288334
       3478.1293       1.0521791      0.18434133      0.56339502      0.56339424
       3478.3704       1.0520249      0.18394076      0.56408428      0.56408350
       3478.6115       1.0518786      0.18334502      0.56513603      0.56513526
       3478.8526       1.0518327      0.18269396      0.56630709      0.56630631
       3479.0937       1.0518664      0.18211976      0.56734992      0.56734914
       3479.3348       1.0518600      0.18171705      0.56807019      0.56806941
       3479.5759       1.0518389      0.18112582      0.56913986      0.56913908
       3479.8170       1.0518784      0.18062263      0.57005663      0.57005585
       3480.0581       1.0518241      0.18030279      0.57061870      0.57061792
       3480.2992       1.0517791      0.17960827      0.57188275      0.57188198
       3480.5403       1.0518370      0.17912851      0.57276306      0.57276228
       3480.7814       1.0518360      0.17873770      0.57346907      0.57346830
       3481.0225       1.0517880      0.17827548      0.57430289      0.57430211
       3481.2636       1.0517058      0.17782529      0.57511011      0.57510933
       3481.5047       1.0516360      0.17721764      0.57621691      0.57621614
       3481.7458       1.0516740      0.17656243      0.57743220      0.57743143
       3481.9869       1.0517754      0.17607235      0.57834768      0.57834691
       3482.2280       1.0517942      0.17574463      0.57894459      0.57894382
       3482.4691       1.0517551      0.17524033      0.57986781      0.57986704
       3482.7102       1.0517357      0.17475740      0.58075506      0.58075429
       3482.9513       1.0517421      0.17421603      0.58175885      0.58175808
       3483.1924       1.0517471      0.17378588      0.58255241      0.58255164
       3483.4335       1.0517286      0.17327493      0.58349750      0.58349673
       3483.6746       1.0517659      0.17271436      0.58454776      0.58454699
       3483.9157       1.0518225      0.17229982      0.58532355      0.58532279
       3484.1568       1.0517999      0.17194363      0.58597623      0.58597547
       3484.3979       1.0517242      0.17147531      0.58683634      0.58683558
       3484.6390       1.0517125      0.17087844      0.58795488      0.58795412
       3484.8801       1.0516659      0.17054219      0.58856848      0.58856772
       3485.1212       1.0516102      0.16985228      0.58986279      0.58986203
       3485.3623       1.0517368      0.16919859      0.59111911      0.59111835
       3485.6034       1.0517825      0.16901098      0.59146357      0.59146281
       3485.8445       1.0517220      0.16843701      0.59253908      0.59253833
       3486.0856       1.0517560      0.16789697      0.59356598      0.59356522
       3486.3267       1.0517632      0.16750550      0.59430174      0.59430098
       3486.5678       1.0517581      0.16695383      0.59534814      0.59534739
       3486.8089       1.0517747      0.16650052      0.59620828      0.59620753
       3487.0500       1.0517493      0.16604163      0.59707378      0.59707303
       3487.2911       1.0517511      0.16545120      0.59820219      0.59820144
       3487.5322       1.0518070      0.16493647      0.59919337      0.59919262
       3487.7733       1.0518435      0.16449624      0.60003696      0.60003621
       3488.0144       1.0518352      0.16403048      0.60092462      0.60092388
       3488.2555       1.0518343      0.16347308      0.60199516      0.60199442
       3488.4966       1.0519120      0.16285820      0.60319398      0.60319324
       3488.7377       1.0520376      0.16239039      0.60411275      0.60411201
       3488.9788       1.0521234      0.16199325      0.60488665      0.60488591
       3489.2199       1.0521569      0.16159812      0.60564899      0.60564826
       3489.4610       1.0521454      0.16118164      0.60644721      0.60644647
       3489.7021       1.0521407      0.16065024      0.60747583      0.60747509
       3489.9432       1.0522140      0.16009797      0.60856084      0.60856011
       3490.1843       1.0522694      0.15975204      0.60923381      0.60923309
       3490.4254       1.0522233      0.15935112      0.61000023      0.60999951
       3490.6665       1.0521957      0.15874188      0.61118685      0.61118612
       3490.9076       1.0522835      0.15812763      0.61240538      0.61240466
       3491.1487       1.0524198      0.15767178      0.61331700      0.61331628
       3491.3899       1.0524735      0.15735199      0.61394293      0.61394221
       3491.6310       1.0524539      0.15689786      0.61482710      0.61482638
       3491.8721       1.0524718      0.15634340      0.61592098      0.61592027
       3492.1132       1.0525227      0.15586151      0.61687618      0.61687547
       3492.3543       1.0525778      0.15534762      0.61789830      0.61789759
       3492.5954       1.0526506      0.15485007      0.61889219      0.61889148
       3492.8365       1.0527368      0.15435372      0.61988767      0.61988697
       3493.0776       1.0528583      0.15384915      0.62090763      0.62090693
       3493.3187       1.0529489      0.15350820      0.62159140      0.62159071
       3493.5598       1.0530224      0.15301234      0.62258836      0.62258767
       3493.8009       1.0531095      0.15265780      0.62330125      0.62330056
       3494.0420       1.0530638      0.15239763      0.62379947      0.62379878
       3494.2831       1.0530129      0.15175893      0.62507050      0.62506980
       3494.5242       1.0530980      0.15118961      0.62622586      0.62622517
       3494.7653       1.0531934      0.15076275      0.62709307      0.62709238
       3495.0064       1.0532559      0.15031482      0.62799907      0.62799839
       3495.2475       1.0533012      0.14986618      0.62890493      0.62890425
       3495.4886       1.0533800      0.14932822      0.63000210      0.63000143
       3495.7297       1.0535104      0.14887992      0.63092538      0.63092471
       3495.9708       1.0535456      0.14863754      0.63140788      0.63140721
       3496.2119       1.0534675      0.14819401      0.63228663      0.63228596
       3496.4530       1.0534430      0.14755166      0.63358808      0.63358742
       3496.6941       1.0535688      0.14686313      0.63501502      0.63501436
       3496.9352       1.0537899      0.14635814      0.63608038      0.63607972
       3497.1763       1.0539342      0.14607397      0.63667383      0.63667318
       3497.4174       1.0540145      0.14561190      0.63762744      0.63762679
       3497.6585       1.0541270      0.14518644      0.63851191      0.63851126
       3497.8996       1.0541901      0.14486447      0.63917238      0.63917173
       3498.1407       1.0542007      0.14442964      0.64006046      0.64005982
       3498.3818       1.0542382      0.14392327      0.64110476      0.64110412
       3498.6229       1.0543286      0.14340323      0.64218920      0.64218857
       3498.8640       1.0544624      0.14293484      0.64317477      0.64317414
       3499.1051       1.0545757      0.14257451      0.64393051      0.64392987
       3499.3462       1.0546188      0.14222646      0.64464853      0.64464791
       3499.5873       1.0546410      0.14176339      0.64560666      0.64560603
       3499.8284       1.0546990      0.14129148      0.64659151      0.64659089
       3500.0695       1.0547091      0.14093791      0.64731847      0.64731785
       3500.3106       1.0547185      0.14033737      0.64857021      0.64856960
       3500.5517       1.0547998      0.13981278      0.64967626      0.64967565
       3500.7928       1.0549043      0.13926844      0.65083065      0.65083005
       3501.0339       1.0550830      0.13869474      0.65206366      0.65206306
       3501.2750       1.0552314      0.13837382      0.65275319      0.65275259
       3501.5161       1.0553526      0.13783465      0.65390551      0.65390492
       3501.7572       1.0555306      0.13740245      0.65484121      0.65484062
       3501.9983       1.0556979      0.13702848      0.65565141      0.65565083
       3502.2394       1.0557718      0.13679131      0.65615131      0.65615073
       3502.4805       1.0557322      0.13640088      0.65696011      0.65695953
       3502.7216       1.0558040      0.13568896      0.65848366      0.65848308
       3502.9627       1.0559953      0.13524838      0.65944716      0.65944659
       3503.2038       1.0561295      0.13488517      0.66023417      0.66023361
       3503.4449       1.0562448      0.13443037      0.66121698      0.66121642
       3503.6860       1.0563612      0.13403619      0.66207014      0.66206958
       3503.9271       1.0564718      0.13359376      0.66302820      0.66302765
       3504.1682       1.0566037      0.13315957      0.66397389      0.66397334
       3504.4093       1.0567320      0.13278346      0.66479386      0.66479332
       3504.6504       1.0568210      0.13242859      0.66556121      0.66556067
       3504.8915       1.0568524      0.13206523      0.66633711      0.66633658
       3505.1326       1.0569031      0.13151526      0.66752571      0.66752519
       3505.3737       1.0570456      0.13098812      0.66868411      0.66868358
       3505.6148       1.0572423      0.13053956      0.66968258      0.66968206
       3505.8559       1.0573702      0.13029727      0.67021632      0.67021581
       3506.0970       1.0573425      0.12998946      0.67086479      0.67086428
       3506.3381       1.0573723      0.12927355      0.67242368      0.67242318
       3506.5792       1.0576093      0.12864401      0.67383567      0.67383518
       3506.8203       1.0579037      0.12826263      0.67471288      0.67471239
       3507.0614       1.0580966      0.12806000      0.67517601      0.67517552
       3507.3025       1.0581175      0.12784799      0.67562700      0.67562652
       3507.5436       1.0581303      0.12727782      0.67687114      0.67687066
       3507.7847       1.0583059      0.12669384      0.67818003      0.67817956
       3508.0258       1.0585102      0.12636247      0.67893469      0.67893422
       3508.2670       1.0586660      0.12598759      0.67977784      0.67977737
       3508.5081       1.0588129      0.12564358      0.68055151      0.68055105
       3508.7492       1.0589132      0.12536155      0.68117861      0.68117815
       3508.9903       1.0589001      0.12510334      0.68173093      0.68173048
       3509.2314       1.0588619      0.12455022      0.68293913      0.68293869
       3509.4725       1.0590080      0.12383008      0.68456076      0.68456032
       3509.7136       1.0592590      0.12341827      0.68551348      0.68551305
       3509.9547       1.0594450      0.12308856      0.68626998      0.68626955
       3510.1958       1.0595850      0.12271697      0.68711274      0.68711232
       3510.4369       1.0597015      0.12235953      0.68792010      0.68791968
       3510.6780       1.0597926      0.12196762      0.68880137      0.68880095
       3510.9191       1.0599058      0.12149422      0.68987276      0.68987236
       3511.1602       1.0600578      0.12106288      0.69085833      0.69085793
       3511.4013       1.0601724      0.12070901      0.69166213      0.69166174
       3511.6424       1.0603096      0.12016213      0.69291027      0.69290989
       3511.8835       1.0605515      0.11967925      0.69403600      0.69403562
       3512.1246       1.0607739      0.11941217      0.69466753      0.69466715
       3512.3657       1.0609205      0.11909500      0.69539890      0.69539853
       3512.6068       1.0610288      0.11877943      0.69611982      0.69611945
       3512.8479       1.0611116      0.11840558      0.69696986      0.69696950
       3513.0890       1.0611881      0.11799407      0.69790611      0.69790575
       3513.3301       1.0613282      0.11744867      0.69916391      0.69916356
       3513.5712       1.0615831      0.11696879      0.70029657      0.70029623
       3513.8123       1.0617802      0.11679940      0.70070465      0.70070431
       3514.0534       1.0618451      0.11648035      0.70143107      0.70143074
       3514.2945       1.0619842      0.11593655      0.70269199      0.70269166
       3514.5356       1.0621506      0.11567698      0.70330386      0.70330354
       3514.7767       1.0622460      0.11530049      0.70417240      0.70417209
       3515.0178       1.0623874      0.11484261      0.70524010      0.70523979
       3515.2589       1.0625106      0.11455207      0.70591758      0.70591728
       3515.5000       1.0626292      0.11405868      0.70706607      0.70706578
       3515.7411       1.0628079      0.11364981      0.70803219      0.70803189
       3515.9822       1.0629837      0.11327858      0.70891146      0.70891118
       3516.2233       1.0631579      0.11290376      0.70980001      0.70979973
       3516.4644       1.0633279      0.11256576      0.71060294      0.71060267
       3516.7055       1.0634629      0.11226675      0.71130850      0.71130823
       3516.9466       1.0635600      0.11192597      0.71210494      0.71210468
       3517.1877       1.0636487      0.11154319      0.71299913      0.71299887
       3517.4288       1.0637586      0.11110631      0.71402596      0.71402571
       3517.6699       1.0638710      0.11071313      0.71495219      0.71495195
       3517.9110       1.0640390      0.11016107      0.71626545      0.71626521
       3518.1521       1.0643092      0.10972166      0.71733662      0.71733639
       3518.3932       1.0645286      0.10951654      0.71784553      0.71784530
       3518.6343       1.0646532      0.10921286      0.71856821      0.71856799
       3518.8754       1.0647469      0.10888414      0.71934462      0.71934441
       3519.1165       1.0648469      0.10845175      0.72036897      0.72036877
       3519.3576       1.0649902      0.10800854      0.72142967      0.72142947
       3519.5987       1.0651969      0.10753107      0.72258676      0.72258657
       3519.8398       1.0654301      0.10719521      0.72341415      0.72341396
       3520.0809       1.0656296      0.10688862      0.72416578      0.72416560
       3520.3220       1.0657482      0.10665614      0.72472459      0.72472442
       3520.5631       1.0658506      0.10620199      0.72581009      0.72580992
       3520.8042       1.0660637      0.10572262      0.72698090      0.72698074
       3521.0453       1.0662746      0.10548927      0.72756366      0.72756350
       3521.2864       1.0663995      0.10519111      0.72828439      0.72828424
       3521.5275       1.0665172      0.10481477      0.72919218      0.72919203
       3521.7686       1.0666578      0.10442860      0.73012967      0.73012954
       3522.0097       1.0667976      0.10406270      0.73101956      0.73101943
       3522.2508       1.0669641      0.10361812      0.73210606      0.73210593
       3522.4919       1.0671798      0.10322404      0.73308275      0.73308263
       3522.7330       1.0673825      0.10292670      0.73382415      0.73382404
       3522.9741       1.0675341      0.10262426      0.73456799      0.73456788
       3523.2152       1.0676899      0.10223210      0.73553103      0.73553093
       3523.4563       1.0678600      0.10190134      0.73634951      0.73634941
       3523.6974       1.0680312      0.10153580      0.73725377      0.73725368
       3523.9385       1.0681718      0.10126474      0.73792292      0.73792284
       3524.1796       1.0682623      0.10088878      0.73883762      0.73883754
       3524.4207       1.0684498      0.10031815      0.74024929      0.74024922
       3524.6618       1.0687544     0.099925390      0.74125391      0.74125385
       3524.9030       1.0690449     0.099704580      0.74183616      0.74183610
       3525.1441       1.0691211     0.099738797      0.74174905      0.74174900
       3525.3852       1.0690563     0.099294492      0.74280360      0.74280355
       3525.6263       1.0692250     0.098527884      0.74470111      0.74470107
       3525.8674       1.0695794     0.098134175      0.74572551      0.74572548
       3526.1085       1.0698745     0.097924443      0.74628549      0.74628547
       3526.3496       1.0700590     0.097744211      0.74674960      0.74674958
       3526.5907       1.0701670     0.097491781      0.74737575      0.74737573
       3526.8318       1.0702477     0.097158907      0.74819534      0.74819533
       3527.0729       1.0703744     0.096691982      0.74935740      0.74935740
       3527.3140       1.0705998     0.096235780      0.75051608      0.75051608
       3527.5551       1.0708717     0.095906419      0.75137199      0.75137200
       3527.7962       1.0710673     0.095746200      0.75179252      0.75179253
       3528.0373       1.0711279     0.095516449      0.75235706      0.75235708
       3528.2784       1.0712411     0.094955281      0.75375811      0.75375814
       3528.5195       1.0715090     0.094504496      0.75492012      0.75492015
       3528.7606       1.0717496     0.094301620      0.75545917      0.75545921
       3529.0017       1.0718931     0.094020698      0.75617271      0.75617275
       3529.2428       1.0720384     0.093622211      0.75718151      0.75718156
       3529.4839       1.0722512     0.093183639      0.75830689      0.75830694
       3529.7250       1.0725446     0.092782059      0.75935875      0.75935881
       3529.9661       1.0728187     0.092598280      0.75986073      0.75986079
       3530.2072       1.0729843     0.092405169      0.76036304      0.76036311
       3530.4483       1.0731541     0.092032776      0.76131783      0.76131790
       3530.6894       1.0733581     0.091781766      0.76197549      0.76197556
       3530.9305       1.0734512     0.091633354      0.76235105      0.76235112
       3531.1716       1.0735408     0.091132396      0.76361597      0.76361605
       3531.4127       1.0738155     0.090617498      0.76495872      0.76495881
       3531.6538       1.0740957     0.090479007      0.76535161      0.76535170
       3531.8949       1.0742299     0.090294595      0.76582934      0.76582944
       3532.1360       1.0743354     0.089936569      0.76674155      0.76674166
       3532.3771       1.0745223     0.089500692      0.76787053      0.76787064
       3532.6182       1.0747564     0.089190690      0.76869136      0.76869147
       3532.8593       1.0749483     0.088936940      0.76936070      0.76936082
       3533.1004       1.0751371     0.088571676      0.77031437      0.77031449
       3533.3415       1.0753754     0.088239209      0.77119641      0.77119654
       3533.5826       1.0756127     0.087995724      0.77185194      0.77185207
       3533.8237       1.0757918     0.087805012      0.77236040      0.77236053
       3534.0648       1.0758996     0.087569308      0.77296886      0.77296900
       3534.3059       1.0760640     0.087111844      0.77415870      0.77415884
       3534.5470       1.0762916     0.086853087      0.77485422      0.77485436
       3534.7881       1.0764559     0.086627891      0.77545036      0.77545050
       3535.0292       1.0766285     0.086267922      0.77639548      0.77639563
       3535.2703       1.0767767     0.086078264      0.77689799      0.77689815
       3535.5114       1.0769127     0.085665270      0.77797385      0.77797401
       3535.7525       1.0771412     0.085283129      0.77899200      0.77899217
       3535.9936       1.0773685     0.085056543      0.77960928      0.77960945
       3536.2347       1.0775525     0.084799918      0.78029532      0.78029548
       3536.4758       1.0776697     0.084614055      0.78078417      0.78078434
       3536.7169       1.0777606     0.084226013      0.78179160      0.78179178
       3536.9580       1.0779568     0.083752540      0.78304550      0.78304569
       3537.1991       1.0781847     0.083474823      0.78379953      0.78379972
       3537.4402       1.0784182     0.083074762      0.78487410      0.78487430
       3537.6813       1.0787115     0.082766569      0.78572397      0.78572416
       3537.9224       1.0789337     0.082648806      0.78606236      0.78606255
       3538.1635       1.0790863     0.082358643      0.78683560      0.78683580
       3538.4046       1.0792852     0.082026640      0.78772930      0.78772950
       3538.6457       1.0794972     0.081786666      0.78838618      0.78838638
       3538.8868       1.0796460     0.081592740      0.78890916      0.78890937
       3539.1279       1.0797651     0.081259022      0.78979249      0.78979270
       3539.3690       1.0799508     0.080845654      0.79090077      0.79090099
       3539.6101       1.0802052     0.080495682      0.79185926      0.79185948
       3539.8512       1.0804828     0.080214957      0.79264185      0.79264207
       3540.0923       1.0806963     0.080081401      0.79302340      0.79302361
       3540.3334       1.0808333     0.079825694      0.79371027      0.79371049
       3540.5745       1.0810377     0.079421110      0.79480575      0.79480597
       3540.8156       1.0812761     0.079220407      0.79537145      0.79537168
       3541.0567       1.0814344     0.079031739      0.79588808      0.79588830
       3541.2978       1.0815665     0.078721056      0.79672235      0.79672258
       3541.5389       1.0817471     0.078352118      0.79772279      0.79772302
       3541.7801       1.0819779     0.078019986      0.79863805      0.79863829
       3542.0212       1.0822176     0.077742657      0.79941078      0.79941101
       3542.2623       1.0824445     0.077479543      0.80014372      0.80014395
       3542.5034       1.0826855     0.077181617      0.80097323      0.80097346
       3542.7445       1.0829327     0.076965249      0.80158762      0.80158785
       3542.9856       1.0831376     0.076777241      0.80211752      0.80211775
       3543.2267       1.0833340     0.076520714      0.80282890      0.80282914
       3543.4678       1.0835176     0.076343447      0.80332633      0.80332656
       3543.7089       1.0836372     0.076149835      0.80385367      0.80385390
       3543.9500       1.0837600     0.075801536      0.80479635      0.80479659
       3544.1911       1.0839617     0.075420373      0.80584590      0.80584613
       3544.4322       1.0842371     0.075092385      0.80677048      0.80677072
       3544.6733       1.0845040     0.074924205      0.80726477      0.80726500
       3544.9144       1.0846700     0.074807210      0.80759942      0.80759966
       3545.1555       1.0848303     0.074475385      0.80851112      0.80851136
       3545.3966       1.0850451     0.074246271      0.80915924      0.80915948
       3545.6377       1.0851560     0.074173204      0.80936422      0.80936445
       3545.8788       1.0852139     0.073787491      0.81040106      0.81040130
       3546.1199       1.0854295     0.073268937      0.81183356      0.81183380
       3546.3610       1.0857551     0.072967515      0.81270513      0.81270536
       3546.6021       1.0860540     0.072794515      0.81322365      0.81322388
       3546.8432       1.0862526     0.072714205      0.81346899      0.81346922
       3547.0843       1.0863721     0.072502403      0.81405360      0.81405383
       3547.3254       1.0865387     0.072157011      0.81501199      0.81501222
       3547.5665       1.0867368     0.071935799      0.81564091      0.81564114
       3547.8076       1.0869013     0.071695305      0.81631542      0.81631565
       3548.0487       1.0870699     0.071391659      0.81716358      0.81716381
       3548.2898       1.0872662     0.071078564      0.81804463      0.81804486
       3548.5309       1.0875365     0.070699049      0.81912466      0.81912489
       3548.7720       1.0878459     0.070507728      0.81970012      0.81970035
       3549.0131       1.0880851     0.070401832      0.82002671      0.82002693
       3549.2542       1.0882470     0.070264834      0.82042144      0.82042165
       3549.4953       1.0883574     0.070076095      0.82094677      0.82094699
       3549.7364       1.0885242     0.069692541      0.82201927      0.82201949
       3549.9775       1.0887507     0.069481498      0.82263276      0.82263297
       3550.2186       1.0889024     0.069333432      0.82305717      0.82305738
       3550.4597       1.0890555     0.068977897      0.82405273      0.82405294
       3550.7008       1.0892686     0.068699657      0.82485004      0.82485025
       3550.9419       1.0895146     0.068399265      0.82571657      0.82571678
       3551.1830       1.0897560     0.068235049      0.82620725      0.82620745
       3551.4241       1.0899346     0.068060991      0.82671154      0.82671174
       3551.6652       1.0901129     0.067786981      0.82749237      0.82749257
       3551.9063       1.0903105     0.067555214      0.82816143      0.82816162
       3552.1474       1.0905189     0.067289201      0.82892836      0.82892855
       3552.3885       1.0907492     0.067054582      0.82961386      0.82961405
       3552.6296       1.0909812     0.066854575      0.83020434      0.83020452
       3552.8707       1.0911619     0.066737295      0.83055424      0.83055442
       3553.1118       1.0913064     0.066495932      0.83124108      0.83124126
       3553.3529       1.0915007     0.066201388      0.83208750      0.83208768
       3553.5940       1.0917592     0.065947097      0.83283698      0.83283715
       3553.8351       1.0919743     0.065900075      0.83300000      0.83300016
       3554.0762       1.0920424     0.065833847      0.83318415      0.83318431
       3554.3173       1.0921311     0.065428517      0.83431874      0.83431890
       3554.5584       1.0923382     0.065129659      0.83518368      0.83518384
       3554.7995       1.0925256     0.064953170      0.83570307      0.83570323
       3555.0406       1.0927067     0.064659902      0.83654826      0.83654841
       3555.2817       1.0929182     0.064441318      0.83719187      0.83719201
       3555.5228       1.0930556     0.064329067      0.83752157      0.83752171
       3555.7639       1.0931625     0.063997063      0.83846126      0.83846140
       3556.0050       1.0933546     0.063622292      0.83954117      0.83954131
       3556.2461       1.0936242     0.063288729      0.84052377      0.84052390
       3556.4872       1.0939518     0.063022322      0.84133121      0.84133134
       3556.7283       1.0942152     0.063006646      0.84141839      0.84141851
       3556.9694       1.0943356     0.062911050      0.84169937      0.84169948
       3557.2105       1.0944842     0.062560588      0.84270583      0.84270595
       3557.4516       1.0947183     0.062328179      0.84339884      0.84339895
       3557.6927       1.0949111     0.062205285      0.84377373      0.84377383
       3557.9338       1.0950576     0.061996340      0.84438206      0.84438216
       3558.1749       1.0951896     0.061775994      0.84502002      0.84502012
       3558.4160       1.0953665     0.061408722      0.84608501      0.84608510
       3558.6572       1.0956455     0.061084455      0.84705186      0.84705194
       3558.8983       1.0959214     0.060953642      0.84746935      0.84746943
       3559.1394       1.0961356     0.060791959      0.84796124      0.84796131
       3559.3805       1.0963473     0.060588901      0.84857064      0.84857070
       3559.6216       1.0965568     0.060438549      0.84902993      0.84902999
       3559.8627       1.0966994     0.060337982      0.84933300      0.84933305
       3560.1038       1.0968268     0.060055048      0.85015282      0.85015287
       3560.3449       1.0970467     0.059723675      0.85113216      0.85113220
       3560.5860       1.0973281     0.059517136      0.85176933      0.85176937
       3560.8271       1.0975525     0.059457191      0.85197529      0.85197532
       3561.0682       1.0976943     0.059324375      0.85237166      0.85237168
       3561.3093       1.0978801     0.059037842      0.85321798      0.85321799
       3561.5504       1.0980787     0.058956029      0.85348128      0.85348129
       3561.7915       1.0981848     0.058850030      0.85379381      0.85379381
       3562.0326       1.0982824     0.058582253      0.85456874      0.85456873
       3562.2737       1.0984618     0.058276856      0.85547043      0.85547042
       3562.5148       1.0986325     0.058155258      0.85584280      0.85584278
       3562.7559       1.0987371     0.057936112      0.85648153      0.85648151
       3562.9970       1.0988999     0.057563089      0.85757675      0.85757673
       3563.2381       1.0991387     0.057293190      0.85839267      0.85839264
       3563.4792       1.0993887     0.057074192      0.85906495      0.85906491
       3563.7203       1.0995936     0.056952520      0.85944680      0.85944676
       3563.9614       1.0997482     0.056745541      0.86006446      0.86006441
       3564.2025       1.0999602     0.056416176      0.86104926      0.86104921
       3564.4436       1.1002388     0.056208304      0.86169783      0.86169776
       3564.6847       1.1004832     0.056119075      0.86199550      0.86199543
       3564.9258       1.1006356     0.056055807      0.86219798      0.86219790
       3565.1669       1.1007419     0.055861746      0.86276993      0.86276984
       3565.4080       1.1008849     0.055590360      0.86357488      0.86357478
       3565.6491       1.1010684     0.055344627      0.86431490      0.86431480
       3565.8902       1.1012878     0.055083125      0.86510934      0.86510923
       3566.1313       1.1015010     0.054938210      0.86556363      0.86556351
       3566.3724       1.1016810     0.054737460      0.86617371      0.86617359
       3566.6135       1.1018952     0.054485221      0.86694191      0.86694178
       3566.8546       1.1021204     0.054340540      0.86739917      0.86739902
       3567.0957       1.1023222     0.054181814      0.86789263      0.86789248
       3567.3368       1.1024726     0.054101374      0.86814646      0.86814631
       3567.5779       1.1025703     0.053902836      0.86873436      0.86873420
       3567.8190       1.1027419     0.053552507      0.86978317      0.86978300
       3568.0601       1.1029756     0.053360644      0.87038220      0.87038202
       3568.3012       1.1031648     0.053223630      0.87081119      0.87081100
       3568.5423       1.1033101     0.053038278      0.87137280      0.87137261
       3568.7834       1.1034824     0.052742164      0.87226611      0.87226591
       3569.0245       1.1037410     0.052445578      0.87318044      0.87318023
       3569.2656       1.1040233     0.052307230      0.87363495      0.87363473
       3569.5067       1.1042414     0.052237275      0.87387437      0.87387413
       3569.7478       1.1044005     0.052122026      0.87423462      0.87423438
       3569.9889       1.1045362     0.051970237      0.87469773      0.87469748
       3570.2300       1.1046544     0.051789199      0.87524371      0.87524346
       3570.4711       1.1048078     0.051488495      0.87615108      0.87615082
       3570.7122       1.1050421     0.051210782      0.87700890      0.87700863
       3570.9533       1.1052916     0.051056412      0.87750581      0.87750553
       3571.1944       1.1054989     0.050931063      0.87790799      0.87790770
       3571.4355       1.1056726     0.050777353      0.87838720      0.87838690
       3571.6766       1.1058772     0.050538522      0.87912575      0.87912544
       3571.9177       1.1061087     0.050413570      0.87953272      0.87953240
       3572.1588       1.1062453     0.050396422      0.87959955      0.87959923
       3572.3999       1.1063655     0.050108590      0.88046683      0.88046650
       3572.6410       1.1066202     0.049819537      0.88136743      0.88136709
       3572.8821       1.1068244     0.049887725      0.88119495      0.88119460
       3573.1232       1.1068910     0.049764620      0.88156228      0.88156192
       3573.3643       1.1070150     0.049451270      0.88250871      0.88250834
       3573.6054       1.1072140     0.049258568      0.88311243      0.88311206
       3573.8465       1.1073691     0.049162975      0.88341750      0.88341712
       3574.0876       1.1074656     0.048992318      0.88393433      0.88393394
       3574.3287       1.1076026     0.048683454      0.88487311      0.88487272
       3574.5698       1.1077906     0.048464149      0.88555594      0.88555553
       3574.8109       1.1079903     0.048233429      0.88627602      0.88627560
       3575.0520       1.1081981     0.048061223      0.88682311      0.88682268
       3575.2931       1.1083347     0.047975980      0.88709473      0.88709430
       3575.5343       1.1084615     0.047668627      0.88803074      0.88803030
       3575.7754       1.1086784     0.047382674      0.88892271      0.88892225
       3576.0165       1.1088642     0.047268242      0.88929326      0.88929279
       3576.2576       1.1090699     0.046897103      0.89044070      0.89044022
       3576.4987       1.1094118     0.046628181      0.89131045      0.89130996
       3576.7398       1.1096960     0.046690865      0.89116885      0.89116835
       3576.9809       1.1097977     0.046693091      0.89117091      0.89117040
       3577.2220       1.1099120     0.046372174      0.89215025      0.89214973
       3577.4631       1.1101552     0.046124270      0.89293737      0.89293684
       3577.7042       1.1103519     0.046115424      0.89299289      0.89299235
       3577.9453       1.1104920     0.045911416      0.89362642      0.89362587
       3578.1864       1.1106691     0.045736531      0.89418010      0.89417954
       3578.4275       1.1108044     0.045643123      0.89447869      0.89447813
       3578.6686       1.1109249     0.045386797      0.89526787      0.89526730
       3578.9097       1.1111216     0.045104490      0.89615266      0.89615208
       3579.1508       1.1113561     0.044924797      0.89673475      0.89673415
       3579.3919       1.1115405     0.044827343      0.89705692      0.89705631
       3579.6330       1.1117060     0.044604832      0.89775535      0.89775473
       3579.8741       1.1119238     0.044383906      0.89846052      0.89845990
       3580.1152       1.1121208     0.044298876      0.89874813      0.89874749
       3580.3563       1.1122991     0.044094975      0.89939403      0.89939338
       3580.5974       1.1124731     0.043993419      0.89972751      0.89972685
       3580.8385       1.1125913     0.043855443      0.90016060      0.90015993
       3581.0796       1.1127104     0.043603384      0.90094235      0.90094167
       3581.3207       1.1129063     0.043280503      0.90195735      0.90195666
       3581.5618       1.1131939     0.043016204      0.90281341      0.90281271
       3581.8029       1.1134551     0.042968830      0.90300052      0.90299981
       3582.0440       1.1136439     0.042842501      0.90341438      0.90341366
       3582.2851       1.1138326     0.042685608      0.90392209      0.90392136
       3582.5262       1.1140148     0.042555442      0.90434679      0.90434604
       3582.7673       1.1142017     0.042376036      0.90492378      0.90492302
       3583.0084       1.1143987     0.042245515      0.90535311      0.90535235
       3583.2495       1.1145771     0.042132081      0.90572634      0.90572557
       3583.4906       1.1147124     0.042051724      0.90598916      0.90598837
